Name,Platform,Year_of_Release,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
World Stadium 4,PS,2000,0.16,0,0,0.15,0.01
Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006,0.16,0.15,0,0,0.01
Midway Arcade Treasures 2,GC,2004,0.16,0.13,0.03,0,0
Hot Wheels World Race,GC,2003,0.16,0.13,0.03,0,0
San Goku Shi Taisen DS,DS,2007,0.16,0,0,0.16,0
Monster Jam,Wii,2007,0.16,0.15,0,0,0.01
Kawa no Nushi Tsuri,PS,1998,0.16,0,0,0.15,0.01
Castlevania Judgment,Wii,2008,0.16,0.12,0.02,0.01,0.01
Magic: The Gathering - Battlegrounds,XB,2003,0.16,0.12,0.03,0,0.01
N2O: Nitrous Oxide,PS,1998,0.16,0.09,0.06,0,0.01
Dancing With The Stars,PS2,2007,0.16,0.08,0.06,0,0.02
Apache: Air Assault,X360,2010,0.16,0.12,0.03,0,0.01
Aliens: Infestation,DS,2011,0.16,0.09,0.05,0,0.02
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,0.16,0.05,0,0.1,0.01
Angry Birds Trilogy,PS3,2012,0.16,0.12,0.02,0,0.03
Otogirisou,SNES,1992,0.16,0,0,0.16,0
SD Gundam G Generation 3D,3DS,2011,0.16,0,0,0.16,0
Crash Tag Team Racing,GC,2005,0.16,0.12,0.03,0,0
El Shaddai: Ascension of the Metatron,X360,2011,0.16,0.07,0.05,0.03,0.01
NPPL: Championship Paintball 2009,PS3,2008,0.16,0.15,0,0,0.01
True Swing Golf,DS,2005,0.16,0.11,0,0.04,0.01
TimeSplitters: Future Perfect,XB,2005,0.16,0.12,0.03,0,0.01
Hannah Montana: Rock Out the Show,PSP,2009,0.16,0.13,0.01,0,0.02
Zoo Hospital,Wii,2008,0.16,0.14,0.01,0,0.01
Family Feud Decades,Wii,2010,0.16,0.15,0,0,0.01
Midway Arcade Treasures 3,PS2,2005,0.16,0.08,0.06,0,0.02
Goosebumps HorrorLand,Wii,2008,0.16,0.15,0,0,0.01
Dr. Muto,PS2,2002,0.16,0.08,0.06,0,0.02
Thrillville: Off the Rails,X360,2007,0.16,0.13,0.02,0,0.01
DS Rakubiki Jiten,DS,2005,0.16,0,0,0.16,0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,0.16,0.08,0.06,0,0.02
Fatal Frame II: Crimson Butterfly,PS2,2003,0.16,0.08,0.06,0,0.02
Murdered: Soul Suspect,XOne,2014,0.16,0.08,0.07,0,0.01
Shadow Man: 2econd Coming,PS2,2002,0.16,0.08,0.06,0,0.02
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,0.16,0,0,0.16,0
Dynasty Warriors 4,XB,2003,0.16,0.12,0.03,0,0.01
Warriors Orochi 3,X360,2011,0.16,0.09,0.03,0.03,0.01
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,0.16,0.08,0.06,0,0.02
The Incredibles: Rise of the Underminer,GC,2005,0.16,0.12,0.03,0,0
Beowulf: The Game,PS3,2007,0.16,0.14,0.01,0,0.01
Dewy's Adventure,Wii,2007,0.16,0.14,0,0.01,0.01
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997,0.16,0,0,0.16,0
The BIGS,PS3,2007,0.16,0.15,0,0,0.01
Fracture,PS3,2008,0.16,0.11,0.04,0,0.02
Flushed Away,GC,2006,0.16,0.12,0.03,0,0
NBA Live 08,Wii,2007,0.16,0.14,0,0,0.01
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005,0.16,0,0,0.16,0
Hyperdimension Neptunia Victory,PS3,2012,0.16,0.05,0.03,0.06,0.02
Pro Yaky? Spirits 3,PS2,2006,0.16,0,0,0.16,0
Silent Scope 3,PS2,2002,0.16,0.08,0.06,0,0.02
NASCAR Heat 2002,GBA,2002,0.16,0.12,0.04,0,0
Marble Saga: Kororinpa,Wii,2009,0.16,0.09,0.05,0,0.01
Namco Classic Fighter Collection,PS2,2008,0.16,0.08,0.06,0,0.02
International Superstar Soccer Deluxe,SNES,1995,0.16,0,0,0.16,0
Family Game Night 4: The Game Show,Wii,2011,0.16,0.12,0.03,0,0.01
Intellivision Lives!,PS2,2003,0.16,0.08,0.06,0,0.02
Robots,GC,2005,0.16,0.12,0.03,0,0
WRC 2: FIA World Rally Championship,PS3,2011,0.16,0,0.12,0,0.04
The King of Fighters XII,PS3,2009,0.16,0.11,0.01,0.03,0.01
Tak: Mojo Mistake,DS,2008,0.16,0.15,0,0,0.01
Lego Star Wars: The Force Awakens,PS3,2016,0.16,0.04,0.1,0,0.03
Dungeon Siege: Throne of Agony,PSP,2006,0.16,0.13,0.02,0,0.02
Rio,DS,2011,0.16,0.12,0.03,0,0.01
SimEarth: The Living Planet,SNES,1991,0.16,0,0,0.16,0
Finding Nemo: Escape to the Big Blue,DS,2006,0.16,0.12,0.03,0,0.01
Sengoku Basara: Chronicle Heroes,PSP,2011,0.16,0,0,0.16,0
Grease Dance,X360,2011,0.16,0.11,0.03,0,0.01
Culdcept SAGA,X360,2006,0.16,0.12,0,0.03,0.01
The Wild Thornberrys: Chimp Chase,GBA,2001,0.16,0.11,0.04,0,0
Power Stakes,PS,1997,0.16,0,0,0.15,0.01
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,0.16,0.15,0,0,0.01
Tom and Jerry in Fists of Furry,N64,2000,0.16,0.13,0.03,0,0
Hydro Thunder,N64,2000,0.16,0.13,0.03,0,0
Destruction Derby 64,N64,1999,0.16,0.13,0.03,0,0
Space Invaders,N64,1999,0.16,0.13,0.03,0,0
Starcraft 64,N64,2000,0.16,0.13,0.03,0,0
Buck Bumble,N64,1998,0.16,0.13,0.03,0,0
California Speed,N64,1999,0.16,0.13,0.03,0,0
Wonder Project J2: Koruro no Mori no Josette,N64,1996,0.16,0,0,0.12,0.04
Asteroids Hyper 64,N64,1999,0.16,0.13,0.03,0,0
The Powerpuff Girls: Chemical X-Traction,N64,2001,0.16,0.13,0.03,0,0
Fighters Destiny,N64,1998,0.16,0.13,0.03,0,0
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,0.16,0,0,0.12,0.04
The Crew,PC,2014,0.16,0,0.15,0,0.01
Ready 2 Rumble Revolution,Wii,2009,0.16,0.15,0,0,0.01
Create,PS3,2010,0.16,0.11,0.03,0,0.02
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006,0.16,0,0,0.16,0
Macross Ace Frontier,PSP,2008,0.16,0,0,0.16,0
Black & Bruised,PS2,2003,0.16,0.08,0.06,0,0.02
Eragon,DS,2006,0.16,0.13,0.02,0,0.01
TimeShift,PS3,2007,0.16,0.14,0,0,0.01
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,0.16,0,0,0.16,0
Rapala Pro Fishing,XB,2004,0.16,0.12,0.03,0,0.01
Spyro: Shadow Legacy,DS,2005,0.16,0.14,0.01,0,0.01
Just Dance: Disney Party,X360,2012,0.16,0.13,0.02,0,0.02
The Sims 3: Seasons,PC,2012,0.16,0,0.13,0,0.02
Our House,DS,2009,0.16,0.15,0,0,0.01
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,0.16,0.14,0,0,0.01
Guilty Gear Xrd: Sign,PS4,2014,0.16,0.1,0,0.04,0.02
Sid Meier's Pirates!,Wii,2010,0.16,0.13,0.02,0,0.01
Scarface: Money. Power. Respect.,PSP,2006,0.16,0.15,0,0,0.01
Angry Birds Star Wars,XOne,2013,0.16,0.11,0.04,0,0.02
Ghost in the Shell: Stand Alone Complex,PS2,2004,0.16,0.08,0.06,0,0.02
Blitz: The League,X360,2006,0.16,0.15,0,0,0.01
Battle Soccer: Field no Hasha,SNES,1992,0.16,0,0,0.16,0
Yakuza Kiwami,PS4,2016,0.16,0,0,0.16,0
NBA 2K12,PC,2011,0.16,0.09,0.05,0,0.02
Take A Break's: Puzzle Master,DS,2009,0.16,0,0.15,0,0.01
Ener-G: Dance Squad,DS,2008,0.16,0.15,0,0,0.01
Rudolph the Red-Nosed Reindeer,Wii,2010,0.16,0.15,0,0,0.01
FlatOut 2,PS2,2006,0.16,0.08,0.06,0,0.02
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,0.16,0.14,0,0,0.01
Despicable Me: The Game,PSP,2010,0.16,0.05,0.08,0,0.03
FIFA Soccer 96,PS,1995,0.16,0.09,0.06,0,0.01
NCAA Final Four 2001,PS,2000,0.16,0.09,0.06,0,0.01
Heroes over Europe,PS3,2009,0.16,0.12,0.02,0,0.02
J-League Jikkyou Winning Eleven 2000,PS,2000,0.16,0,0,0.15,0.01
Eve: The Lost One,SAT,1998,0.16,0,0,0.16,0
TNA iMPACT!,Wii,2008,0.16,0.14,0.01,0,0.01
Konami Krazy Racers,GBA,2001,0.16,0.09,0.03,0.04,0
BioShock The Collection,XOne,2016,0.16,0.08,0.06,0,0.01
Watchmen: The End is Nigh - The Complete Experience,PS3,2009,0.16,0.08,0.06,0,0.02
Solitaire Overload Plus,DS,2010,0.16,0.15,0,0,0.01
Saturday Night Slam Masters,SNES,1994,0.16,0,0,0.16,0
F-Zero: GP Legend,GBA,2003,0.16,0.11,0.04,0,0
Racing Lagoon,PS,1999,0.16,0,0,0.15,0.01
Mr. Driller 2,GBA,2001,0.16,0,0,0.15,0
Klonoa,Wii,2008,0.16,0.1,0.02,0.03,0.01
Bulletstorm,PC,2011,0.16,0.07,0.07,0,0.02
Putty Squad,PS4,2013,0.16,0.06,0.07,0,0.03
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,0.16,0,0,0.16,0
Burger Island,DS,2008,0.16,0.15,0,0,0.01
The Walking Dead: Season One,XOne,2014,0.16,0.08,0.06,0,0.01
Field Commander,PSP,2006,0.16,0.14,0,0,0.01
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,0.16,0.15,0,0,0.01
Around the World in 80 Days,DS,2010,0.16,0,0.14,0,0.02
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,0.16,0.15,0,0,0.01
Custom Robo Arena,DS,2006,0.16,0.01,0.02,0.12,0
Ar Nosurge: Ode to an Unborn Star,PS3,2014,0.16,0.05,0.03,0.06,0.02
Power Rangers Double Pack,GBA,2005,0.16,0.11,0.04,0,0
Imagine: Ice Champions,DS,2007,0.16,0.15,0,0,0.01
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,0.16,0,0,0.15,0.01
FIFA Soccer 97,PS,1996,0.16,0.09,0.06,0,0.01
Transformer: Rise of the Dark Spark,X360,2014,0.16,0.09,0.06,0,0.01
Shaun White Skateboarding,X360,2010,0.16,0.1,0.05,0,0.01
Dragon Ball: Origins 2,DS,2010,0.16,0.05,0.01,0.08,0.01
Psychic Force,PS,1996,0.16,0.01,0.01,0.13,0.01
Trigger Man,PS2,2004,0.16,0.08,0.06,0,0.02
StarBlade α,PS,1995,0.16,0,0,0.15,0.01
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,0.16,0,0,0.16,0
Wildstar,PC,2014,0.16,0.08,0.07,0,0.01
Family Party: 30 Great Games Outdoor Fun,Wii,2009,0.16,0.14,0.01,0,0.01
Tiger Woods PGA Tour 2004,GC,2003,0.16,0.12,0.03,0,0
Rudolph the Red-Nosed Reindeer,DS,2010,0.16,0.15,0,0,0.01
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,0.16,0.12,0.02,0,0.02
Culdcept,3DS,2012,0.16,0,0,0.16,0
Amped 3,X360,2005,0.16,0.13,0.02,0,0.01
MX 2002 Featuring Ricky Carmichael,GBA,2001,0.16,0.11,0.04,0,0
Innocent Life: A Futuristic Harvest Moon,PSP,2006,0.16,0.08,0.03,0.03,0.02
Halo Triple Pack,XB,2005,0.16,0.12,0.03,0,0.01
Street Racer,PS,1996,0.16,0.09,0.06,0,0.01
Bomberman Land Touch! 2,DS,2007,0.16,0.13,0,0.01,0.01
NBA 2K3,GC,2002,0.16,0.12,0.03,0,0
Harvest Moon: The Lost Valley,3DS,2014,0.16,0.13,0.01,0,0.02
NHL 2005,XB,2004,0.16,0.12,0.03,0,0.01
Arcana Heart,PS2,2007,0.16,0.06,0.05,0.04,0.02
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,0.16,0,0,0.16,0
Battlestar Galactica,PS2,2003,0.16,0.08,0.06,0,0.02
Time Hollow,DS,2008,0.16,0.03,0.01,0.11,0
Medieval Games,Wii,2009,0.16,0.14,0.01,0,0.01
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,0.16,0,0,0.16,0
Tak and the Guardians of Gross,Wii,2008,0.16,0.14,0,0,0.01
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,0.16,0.11,0.02,0.02,0.01
Toriko: Gourmet Monsters!,3DS,2012,0.16,0,0,0.16,0
Akiba's Trip: Undead & Undressed,PSV,2013,0.16,0.04,0.02,0.08,0.01
The Incredible Hulk: The Pantheon Saga,PS,1996,0.16,0.09,0.06,0,0.01
The Idolm@ster 2,PS3,2011,0.16,0,0,0.16,0
Monster House,DS,2006,0.16,0.14,0,0,0.01
Dynasty Warriors 8: Xtreme Legends,PS3,2013,0.16,0.02,0.02,0.11,0.01
Godzilla Unleashed,Wii,2007,0.16,0.14,0,0,0.01
AC/DC LIVE: Rock Band Track Pack,PS2,2008,0.16,0.08,0.06,0,0.02
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,0.16,0,0,0.16,0
Ener-G Horse Riders,DS,2008,0.16,0.14,0.01,0,0.01
He-Man: Power of Grayskull,GBA,2002,0.16,0.11,0.04,0,0
Sherlock Holmes vs. Jack the Ripper,X360,2009,0.16,0.11,0.03,0,0.01
Sniper: Ghost Warrior,PC,2010,0.16,0,0.13,0,0.03
Rondo of Swords (US sales),DS,2007,0.16,0.16,0,0,0
Polaris SnoCross,PS,2000,0.16,0.09,0.06,0,0.01
Wing Commander III: Heart of the Tiger,PS,1996,0.16,0.09,0.06,0,0.01
Imagine: Music Fest,DS,2009,0.16,0.14,0,0,0.01
Mat Hoffman's Pro BMX 2,GBA,2002,0.16,0.11,0.04,0,0
Fist of the North Star: Ken's Rage,X360,2010,0.16,0.07,0.02,0.06,0.01
Chaotic: Shadow Warriors,X360,2009,0.16,0.14,0,0,0.01
Muppet RaceMania,PS,1999,0.15,0.09,0.06,0,0.01
Namco Museum Vol.5,PS,1996,0.15,0.02,0.01,0.12,0.01
Courier Crisis,PS,1997,0.15,0.09,0.06,0,0.01
Digimon Battle Spirit 2,GBA,2003,0.15,0.11,0.04,0,0
Winning Post 3,PS,1998,0.15,0,0,0.14,0.01
Just Sing!,DS,2009,0.15,0.14,0,0,0.01
Driven,PS2,2001,0.15,0.08,0.06,0,0.02
James Noir's Hollywood Crimes,3DS,2011,0.15,0.07,0.07,0,0.01
"Warhammer 40,000: Fire Warrior",PS2,2003,0.15,0.08,0.06,0,0.02
All-Pro Football 2K8,PS3,2007,0.15,0.14,0,0,0.01
Lufia: Curse of the Sinistrals,DS,2010,0.15,0.11,0,0.03,0.01
MTV Music Generator 2,PS2,2001,0.15,0.08,0.06,0,0.02
Mugen Souls,PS3,2012,0.15,0.04,0.02,0.08,0.01
Ultimate Spider-Man,DS,2005,0.15,0.14,0,0,0.01
Major League Baseball 2K13,PS3,2013,0.15,0.14,0,0,0.02
Saw II: Flesh & Blood,X360,2010,0.15,0.1,0.04,0,0.01
Burnout 2: Point of Impact,GC,2003,0.15,0.12,0.03,0,0
Paris-Dakar Rally,PS2,2001,0.15,0.08,0.06,0,0.02
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,0.15,0.09,0.04,0,0.03
MotionSports: Adrenaline,PS3,2011,0.15,0.08,0.05,0,0.02
Atelier Iris: Eternal Mana,PS2,2004,0.15,0.08,0.06,0,0.02
Blinx 2: Masters of Time & Space,XB,2004,0.15,0.12,0.03,0,0.01
F.E.A.R. 3,PC,2011,0.15,0.04,0.08,0,0.03
Chessmaster: The Art of Learning,DS,2007,0.15,0.12,0.03,0,0.01
My Baby 3 & Friends,DS,2010,0.15,0.12,0.02,0,0.01
Tak: The Great Juju Challenge,GC,2005,0.15,0.12,0.03,0,0
Fantasia: Music Evolved,XOne,2014,0.15,0.11,0.03,0,0.01
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,0.15,0,0,0.15,0
Knockout Kings 2003,GC,2002,0.15,0.12,0.03,0,0
Bomberman,PSP,2006,0.15,0.14,0,0,0.01
NCAA Football 2004,GC,2003,0.15,0.12,0.03,0,0
XGIII: Extreme G Racing,GC,2001,0.15,0.12,0.03,0,0
Digimon World 4,PS2,2005,0.15,0.08,0.06,0,0.02
Stormrise,X360,2009,0.15,0.11,0.03,0,0.01
Scripps Spelling Bee,DS,2010,0.15,0.14,0,0,0.01
Major League Baseball 2K11,Wii,2011,0.15,0.14,0,0,0.01
"Go, Diego, Go! Safari Rescue",DS,2007,0.15,0.14,0.01,0,0.01
Disney's Story Studio: Disney's Mulan,PS,1999,0.15,0.09,0.06,0,0.01
Pressure Cooker,2600,1982,0.15,0.14,0.01,0,0
Klax,2600,1989,0.15,0.14,0.01,0,0
Saturn Bomberman,SAT,1996,0.15,0,0,0.15,0
The Godfather: Blackhand Edition,Wii,2007,0.15,0.14,0,0,0.01
Wolfenstein: The Old Blood,XOne,2015,0.15,0.07,0.07,0,0.01
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,0.15,0,0,0.15,0
Dragon's Lair Trilogy,Wii,2010,0.15,0.14,0,0,0.01
Naruto: Powerful Shippuden,3DS,2012,0.15,0.08,0.02,0.04,0.01
American Chopper,XB,2004,0.15,0.11,0.03,0,0.01
The Adventures of Tintin: The Game,3DS,2011,0.15,0.05,0.09,0,0.02
Dynasty Warriors 8,X360,2013,0.15,0.09,0.05,0,0.01
Bust-A-Move Bash!,Wii,2007,0.15,0.13,0.01,0,0.01
Kingdom Under Fire: Heroes,XB,2005,0.15,0.11,0.03,0,0.01
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,0.15,0.11,0.04,0,0
The Terminator: Dawn of Fate,XB,2002,0.15,0.11,0.03,0,0.01
Infected,PSP,2005,0.15,0.14,0,0,0.01
Doctor Who: Evacuation Earth,DS,2010,0.15,0,0.13,0,0.02
Birds of Steel,X360,2012,0.15,0.11,0.03,0,0.01
Cars: Race-O-Rama,X360,2009,0.15,0.14,0.01,0,0.01
Scooby-Doo! Unmasked,GC,2005,0.15,0.12,0.03,0,0
Theatrhythm Dragon Quest,3DS,2015,0.15,0,0,0.15,0
Streak: Hoverboard Racing,PS,1998,0.15,0.09,0.06,0,0.01
NBA Street Homecourt,PS3,2007,0.15,0.12,0.01,0,0.02
Darksiders II,PC,2012,0.15,0.03,0.1,0,0.02
Enthusia Professional Racing,PS2,2005,0.15,0.07,0.06,0,0.02
DiRT 3,PC,2011,0.15,0,0.13,0,0.03
NCAA GameBreaker 2001,PS2,2000,0.15,0.07,0.06,0,0.02
Disgaea 4: A Promise Unforgotten,PSV,2014,0.15,0.03,0.03,0.08,0.02
Get On Da Mic,PS2,2004,0.15,0.07,0.06,0,0.02
Darksiders II,WiiU,2012,0.15,0.07,0.07,0,0.01
Gunslingers,Wii,2010,0.15,0.07,0.06,0,0.02
Army Men: Sarge's War,GC,2004,0.15,0.12,0.03,0,0
Amagami,PSP,2011,0.15,0,0,0.15,0
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,0.15,0,0,0.15,0
Block Party,Wii,2008,0.15,0.14,0,0,0.01
Little League World Series Baseball 2009,Wii,2009,0.15,0.14,0,0,0.01
Kidou Senkan Nadesico,SAT,1997,0.15,0,0,0.15,0
Blitz: The League II,PS3,2008,0.15,0.11,0.02,0,0.02
Arcade Zone,Wii,2009,0.15,0.14,0,0,0.01
Project Sylpheed: Arc of Deception,X360,2006,0.15,0.12,0.01,0.02,0.01
Bigfoot: Collision Course,DS,2009,0.15,0.14,0,0,0.01
Frogger's Adventures: The Rescue,GC,2003,0.15,0.12,0.03,0,0
NHL 2K10,PS3,2009,0.15,0.13,0.01,0,0.01
Family Party: Fitness Fun,Wii,2010,0.15,0.14,0,0,0.01
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,0.15,0.05,0.02,0,0.08
Michael Jackson: The Experience,PSP,2010,0.15,0.11,0.03,0,0.02
MLB Power Pros 2008,PS2,2008,0.15,0.05,0.04,0.05,0.01
Sonny with a Chance,DS,2010,0.15,0.12,0.02,0,0.01
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,0.15,0.11,0.04,0,0
WordJong,DS,2007,0.15,0.13,0.01,0,0.01
Tears to Tiara II: Heir of the Overlord,PS3,2013,0.15,0.07,0.01,0.06,0.02
Puzzle Quest: Galactrix,DS,2009,0.15,0.14,0,0,0.01
The Amazing Spider-Man (Console Version),Wii,2012,0.15,0.1,0.04,0,0.01
de Blob 2,X360,2011,0.15,0.1,0.04,0,0.01
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,0.15,0.08,0.06,0,0.01
Gundam Breaker 2,PSV,2014,0.15,0,0,0.15,0
Major League Baseball 2K10,DS,2010,0.15,0.14,0,0,0.01
Samurai Warriors: Katana,Wii,2007,0.15,0.11,0,0.04,0.01
NBA 09: The Inside,PS3,2008,0.15,0.14,0,0,0.01
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,0.15,0,0,0.15,0
Kingdom of Paradise,PSP,2005,0.15,0.14,0,0,0.01
All Japan Pro Wrestling featuring Virtua,SAT,1997,0.15,0,0,0.15,0
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,0.15,0.14,0,0,0.01
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,0.15,0.12,0.02,0,0.01
Rudra no Hihou,SNES,1996,0.15,0,0,0.15,0
Bleach: Dark Souls,DS,2007,0.15,0.12,0.02,0,0.01
Hot Wheels: Battle Force 5,DS,2009,0.15,0.12,0.02,0,0.01
Prince of Persia: The Sands of Time,GBA,2003,0.15,0.11,0.04,0,0
Zoids: Battle Legends,GC,2003,0.15,0.12,0.03,0,0
Ice Age 2: The Meltdown,DS,2006,0.15,0.13,0.01,0,0.01
Prince of Persia: The Forgotten Sands,DS,2010,0.15,0.14,0.01,0,0.01
World Series Baseball 2K3,XB,2003,0.15,0.11,0.03,0,0.01
Tokyo Xanadu,PSV,2015,0.15,0,0,0.15,0
Serious Sam,XB,2002,0.15,0.11,0.03,0,0.01
Bomberman,DS,2005,0.15,0.1,0.01,0.03,0.01
Kowloon's Gate,PS,1997,0.15,0,0,0.14,0.01
Killer7,GC,2005,0.15,0.12,0.03,0,0
Super Monkey Ball Adventure,GC,2006,0.15,0.12,0.03,0,0
FIFA Soccer 2002,PS,2001,0.15,0.08,0.06,0,0.01
Street Fighter Anniversary Collection,XB,2004,0.15,0.11,0.03,0,0.01
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,0.15,0,0,0.15,0
Suzumiya Haruhi no Yakusoku,PSP,2007,0.15,0,0,0.15,0
Shadow Ops: Red Mercury,XB,2004,0.15,0.11,0.03,0,0.01
Indigo Prophecy,PS2,2005,0.15,0.07,0.06,0,0.02
FIFA 06: Road to FIFA World Cup,X360,2005,0.15,0.11,0.02,0.01,0.01
World League Soccer,SNES,1991,0.15,0,0,0.15,0
NBA ShootOut 2001,PS2,2001,0.15,0.07,0.06,0,0.02
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,0.15,0.13,0,0.01,0.01
Farm Frenzy: Animal Country,DS,2009,0.15,0.13,0.01,0,0.01
We Sing UK Hits,Wii,2011,0.15,0,0.13,0,0.02
Samurai Shodown Anthology,PS2,2008,0.15,0.07,0.06,0,0.02
Musashi: Samurai Legend,PS2,2005,0.15,0.07,0.06,0,0.02
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,0.15,0.14,0,0,0.01
LEGO The Hobbit,PSV,2014,0.15,0.02,0.09,0,0.03
The Oregon Trail,Wii,2011,0.15,0.14,0,0,0.01
Oreshika: Tainted Bloodlines,PSV,2014,0.15,0,0,0.15,0
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,0.15,0.11,0.04,0,0
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,0.15,0.1,0.03,0,0.01
F1 2001,PS2,2001,0.15,0.07,0.06,0,0.02
Darksiders,PC,2010,0.15,0.07,0.06,0,0.02
J-League Victory Goal,SAT,1995,0.15,0,0,0.15,0
Top Gun: Combat Zones,GC,2002,0.15,0.12,0.03,0,0
Countdown: The Game,DS,2009,0.15,0,0.14,0,0.01
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,0.15,0.11,0.04,0,0
Pro Baseball Spirits 2015,PS3,2015,0.15,0,0,0.15,0
NHL 09,PS2,2008,0.15,0.07,0.06,0,0.02
History Civil War: Secret Missions,PS2,2008,0.15,0.07,0.06,0,0.02
Fantastic Four: Rise of the Silver Surfer,PS3,2007,0.15,0.12,0.02,0,0.02
Dark Rift,N64,1997,0.15,0.12,0.03,0,0
Derby Stallion 64,N64,2001,0.15,0,0,0.15,0
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,0.15,0,0,0.09,0.06
Space Station Silicon Valley,N64,1997,0.15,0.12,0.03,0,0
All-Star Baseball 2003,GC,2002,0.15,0.12,0.03,0,0
Burger Island,Wii,2009,0.15,0.14,0,0,0.01
Cake Mania: In The Mix!,Wii,2008,0.15,0.14,0,0,0.01
T'ai Fu: Wrath of the Tiger,PS,1998,0.15,0.08,0.06,0,0.01
Rocky,XB,2002,0.15,0.11,0.03,0,0.01
Ford Racing 2,XB,2003,0.15,0.11,0.03,0,0.01
Kids Learn Math: A+ Edition,DS,2011,0.15,0.14,0,0,0.01
Rock Band: Metal Track Pack,X360,2009,0.15,0.14,0,0,0.01
Megamind: Ultimate Showdown,PS3,2010,0.15,0.07,0.05,0,0.02
Space Invaders Extreme,DS,2008,0.15,0.12,0.01,0.01,0.01
Tetris Attack,SNES,1995,0.15,0,0,0.15,0
Thor: God of Thunder,Wii,2011,0.15,0.1,0.04,0,0.01
Petz: Dogz Talent Show,DS,2009,0.15,0.14,0,0,0.01
BloodRayne 2,XB,2004,0.15,0.11,0.03,0,0.01
Jaws Unleashed,XB,2006,0.15,0.11,0.03,0,0.01
Pro Yaky? Spirits 6,PS3,2009,0.15,0,0,0.15,0
Star Trek: Voyager Elite Force,PS2,2001,0.15,0.07,0.06,0,0.02
X-Men: The Official Game,GC,2006,0.15,0.12,0.03,0,0
The Sims Medieval: Pirates and Nobles,PC,2011,0.15,0.05,0.08,0,0.02
Warriors Orochi 3,PS4,2014,0.15,0.04,0.05,0.04,0.02
Brain Boost: Gamma Wave,DS,2005,0.15,0.14,0,0,0.01
Chessmaster II,PS,1998,0.15,0.08,0.06,0,0.01
All-Star Baseball 2003,GBA,2002,0.15,0.11,0.04,0,0
Major League Baseball 2K12,Wii,2012,0.15,0.14,0,0,0.01
Scooby-Doo! Mystery Mayhem,XB,2004,0.15,0.11,0.03,0,0.01
Winning Post 4,PS,1999,0.15,0,0,0.14,0.01
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,0.15,0.04,0.07,0.03,0.01
187: Ride or Die,PS2,2005,0.15,0.07,0.06,0,0.02
Dishonored,XOne,2015,0.15,0.09,0.05,0,0.01
Curious George,GC,2006,0.15,0.11,0.03,0,0
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,0.15,0.11,0.04,0,0
Battleborn,XOne,2016,0.15,0.1,0.04,0,0.01
Geist,GC,2005,0.15,0.11,0.03,0,0
The King of Fighters XIV,PS4,2016,0.15,0.07,0.02,0.04,0.02
